id,date,store_nbr,family,sales,onpromotion
1616989,2015-06-29,29,"LIQUOR,WINE,BEER",17.0,0
2388069,2016-09-05,14,MEATS,347.292,0
692322,2014-01-25,34,HOME AND KITCHEN I,14.0,0
2739250,2017-03-22,18,LADIESWEAR,20.0,0
1398234,2015-02-26,40,MEATS,142.846,18
1963286,2016-01-10,45,HOME APPLIANCES,4.0,0
2972023,2017-07-30,49,EGGS,561.0,0
565350,2013-11-14,21,PLAYERS AND ELECTRONICS,0.0,0
2136116,2016-04-16,44,PET SUPPLIES,37.0,0
184970,2013-04-14,49,BREAD/BAKERY,742.165,0
442505,2013-09-06,25,DAIRY,204.0,0
2102640,2016-03-28,6,GROCERY I,4071.0,30
2161827,2016-05-01,16,PRODUCE,616.862,1
638067,2013-12-26,12,GROCERY I,2616.0,0
2921563,2017-07-02,33,CLEANING,1562.0,40
282597,2013-06-08,38,HOME CARE,0.0,0
2504994,2016-11-09,44,PRODUCE,14972.447,227
1193657,2014-11-02,50,HARDWARE,4.0,0
933520,2014-06-09,51,HOME AND KITCHEN II,0.0,0
2520523,2016-11-18,30,HOME AND KITCHEN II,6.0,1
1479885,2015-04-13,32,AUTOMOTIVE,2.0,0
851701,2014-04-24,7,BOOKS,0.0,0
513297,2013-10-16,11,HOME AND KITCHEN I,0.0,0
2656256,2017-02-03,39,LAWN AND GARDEN,8.0,0
731836,2014-02-16,42,POULTRY,0.0,0
1652116,2015-07-19,15,BOOKS,0.0,0
197391,2013-04-21,47,HOME CARE,0.0,0
2640004,2017-01-25,33,BOOKS,0.0,0
58534,2013-02-02,50,PERSONAL CARE,596.0,0
2186218,2016-05-14,50,BABY CARE,0.0,0
1044114,2014-08-10,54,PLAYERS AND ELECTRONICS,0.0,0
1631370,2015-07-07,32,HOME AND KITCHEN I,3.0,0
2461619,2016-10-16,28,HOME APPLIANCES,0.0,0
2751196,2017-03-28,52,LADIESWEAR,0.0,0
653605,2014-01-03,48,CLEANING,2642.0,0
1008923,2014-07-22,18,HARDWARE,1.0,0
1350128,2015-01-30,40,SEAFOOD,2.0,0
621224,2013-12-15,39,SEAFOOD,6.68,0
2791569,2017-04-20,36,AUTOMOTIVE,4.0,0
1607850,2015-06-24,22,MEATS,0.0,0
685429,2014-01-21,40,LADIESWEAR,0.0,0
1383700,2015-02-18,33,EGGS,216.0,0
398651,2013-08-12,44,FROZEN FOODS,397.912,0
2750258,2017-03-28,27,BREAD/BAKERY,585.885,1
2490589,2016-11-01,40,GROCERY II,16.0,0
682499,2014-01-19,9,PET SUPPLIES,2.0,0
1570133,2015-06-03,14,PET SUPPLIES,0.0,0
1588070,2015-06-13,18,FROZEN FOODS,43.0,12
2077539,2016-03-14,50,MEATS,325.932,1
2322647,2016-07-30,29,DAIRY,863.0,9
2741947,2017-03-23,43,EGGS,118.0,0
499795,2013-10-08,32,EGGS,65.0,0
1957909,2016-01-07,44,LADIESWEAR,19.0,0
1153943,2014-10-11,36,SEAFOOD,1.0,0
2380637,2016-08-31,6,HOME APPLIANCES,0.0,0
1135653,2014-10-01,23,MEATS,746.716,0
2711431,2017-03-06,37,LADIESWEAR,33.0,0
1277831,2014-12-20,13,BREAD/BAKERY,338.0,1
1508920,2015-04-29,46,POULTRY,650.481,0
39209,2013-01-23,1,BREAD/BAKERY,334.953,0
704608,2014-02-01,29,PERSONAL CARE,0.0,0
2567784,2016-12-14,7,LINGERIE,8.0,0
203636,2013-04-25,22,PET SUPPLIES,0.0,0
1227880,2014-11-22,11,HOME AND KITCHEN II,14.0,0
496557,2013-10-06,41,CELEBRATION,0.0,0
2678993,2017-02-16,27,LAWN AND GARDEN,15.0,0
850703,2014-04-24,28,PREPARED FOODS,37.517,1
2412755,2016-09-18,7,PET SUPPLIES,6.0,0
1529141,2015-05-11,14,LAWN AND GARDEN,0.0,0
2746611,2017-03-26,24,LINGERIE,17.0,0
485497,2013-09-30,31,BABY CARE,0.0,0
1090972,2014-09-06,2,PERSONAL CARE,390.0,1
386701,2013-08-06,1,CLEANING,548.0,0
1131930,2014-09-29,19,PRODUCE,327.105,0
2621495,2017-01-15,14,DAIRY,495.0,12
1318481,2015-01-12,52,SEAFOOD,0.0,0
94195,2013-02-22,51,GROCERY II,49.0,0
2853137,2017-05-25,13,MAGAZINES,1.0,0
1718922,2015-08-25,39,HOME CARE,265.0,0
2954854,2017-07-21,18,BABY CARE,0.0,0
1939392,2015-12-28,25,HOME AND KITCHEN I,62.0,0
2534678,2016-11-26,28,HARDWARE,2.0,0
2287518,2016-07-10,42,MEATS,210.843,0
695967,2014-01-27,36,PRODUCE,817.947,0
817102,2014-04-05,35,"LIQUOR,WINE,BEER",112.0,0
2441692,2016-10-05,19,"LIQUOR,WINE,BEER",9.0,0
829909,2014-04-12,44,PERSONAL CARE,791.0,0
2513940,2016-11-14,46,AUTOMOTIVE,18.0,0
1839685,2015-11-01,28,BABY CARE,0.0,0
1847374,2015-11-05,43,BABY CARE,0.0,0
2086887,2016-03-20,14,AUTOMOTIVE,4.0,0
810871,2014-04-02,10,POULTRY,229.226,0
1206773,2014-11-10,19,PREPARED FOODS,31.0,0
2191065,2016-05-17,36,PRODUCE,2687.376,124
502869,2013-10-10,19,HOME AND KITCHEN I,0.0,0
680485,2014-01-18,51,PERSONAL CARE,411.0,0
349102,2013-07-15,53,POULTRY,0.0,0
1464708,2015-04-04,7,BEVERAGES,2376.0,1
457047,2013-09-14,32,PRODUCE,0.0,0
220441,2013-05-04,44,BABY CARE,0.0,0
1887025,2015-11-27,6,LADIESWEAR,22.0,0
2655894,2017-02-03,29,LINGERIE,8.0,0
2576996,2016-12-20,15,PET SUPPLIES,0.0,0
225261,2013-05-07,3,BEVERAGES,2569.0,0
5619,2013-01-04,17,DELI,123.0,0
1440447,2015-03-22,25,PRODUCE,17.0,0
1878955,2015-11-23,3,BABY CARE,0.0,0
1508383,2015-04-29,31,LADIESWEAR,0.0,0
1737834,2015-09-05,2,LINGERIE,11.0,1
944076,2014-06-15,48,GROCERY I,7555.0,0
825760,2014-04-10,29,BABY CARE,0.0,0
1615161,2015-06-28,28,DELI,664.878,2
809426,2014-04-01,20,BEAUTY,0.0,0
700862,2014-01-30,24,DAIRY,817.0,0
2296281,2016-07-15,39,DELI,201.976,50
920334,2014-06-02,31,PRODUCE,0.0,0
647363,2013-12-31,23,BEAUTY,1.0,0
2002713,2016-02-01,51,DELI,226.279,0
1220120,2014-11-17,43,FROZEN FOODS,13.0,0
2924120,2017-07-03,54,MAGAZINES,0.0,0
2654239,2017-02-02,32,HOME AND KITCHEN II,3.0,1
2599097,2017-01-02,35,HOME APPLIANCES,2.0,0
881687,2014-05-11,47,PET SUPPLIES,0.0,0
2054857,2016-03-02,15,GROCERY II,0.0,0
828112,2014-04-11,44,EGGS,553.0,0
130225,2013-03-15,13,CLEANING,587.0,0
2791388,2017-04-20,30,HOME APPLIANCES,1.0,0
2979757,2017-08-04,16,"LIQUOR,WINE,BEER",84.0,2
2910124,2017-06-26,12,LADIESWEAR,3.0,0
59573,2013-02-03,30,DAIRY,123.0,0
2494872,2016-11-04,11,CELEBRATION,23.0,0
343339,2013-07-12,42,CLEANING,0.0,0
2216840,2016-06-01,1,SEAFOOD,30.380001,1
2094547,2016-03-24,29,BOOKS,0.0,0
2883209,2017-06-10,7,SEAFOOD,17.852,0
755420,2014-03-01,54,HOME APPLIANCES,0.0,0
434979,2013-09-02,14,CELEBRATION,0.0,0
1228411,2014-11-22,26,LADIESWEAR,3.0,0
982959,2014-07-07,39,LINGERIE,2.0,0
715761,2014-02-07,41,MEATS,183.2021,0
321950,2013-06-30,42,BEAUTY,0.0,0
1564082,2015-05-30,44,HARDWARE,2.0,0
1533267,2015-05-13,3,LINGERIE,30.0,0
2920172,2017-07-01,44,BEAUTY,31.0,1
